year,country,ID,lnREN,Gen-1,lnGDP,lnENG-CST,lnTech-1,,,
2019,Korea,21,1.672944473,0.873,4.620536837,2.216286698,2.481567749,,,
2020,Korea,21,1.75612198,0.884,4.616846108,2.329789151,2.19487738,,,
2021,Korea,21,1.75612198,0.863,4.635252061,2.379855224,2.148804345,,,
2022,Korea,21,1.118493894,0.881,4.554457892,2.348816463,2.209372711,,,
1990,Latvia,22,3.583997552,0.748,4.033447102,2.361590437,1.302314747,,,
1991,Latvia,22,3.651127054,0.83774,4.091767168,2.338423189,3.100992784,,,
1992,Latvia,22,3.778197961,0.85098,4.070377408,2.362492845,1.302314747,,,
1993,Latvia,22,4.039749159,0.912,4.005697324,2.364439921,1.305138534,,,
1994,Latvia,22,4.199896858,0.92,3.956997314,2.380566746,1.30795437,,,
1995,Latvia,22,4.309447523,0.9,3.954355411,2.361590437,1.302314747,,,
1996,Latvia,22,4.28765534,0.9,3.970343156,2.344906194,2.90690106,,,
1997,Latvia,22,4.384729189,0.9,4.011448638,2.231174077,1.286474026,,,
1998,Latvia,22,4.484312288,0.927,4.042222579,2.349069555,2.178155015,,,
1999,Latvia,22,4.453789832,0.928,4.057567597,2.326474693,2.516082267,,,
2000,Latvia,22,4.436242723,0.928,4.085728577,2.306540917,1.996059933,,,
2001,Latvia,22,4.455369861,0.928,4.117966274,2.275326294,2.971951745,,,
2002,Latvia,22,4.435276695,0.931,4.15275328,2.460616053,1.316408234,,,
2003,Latvia,22,4.416414347,0.937,4.192071551,2.626272687,2.478217662,,,
2004,Latvia,22,4.488292089,0.942,4.231375789,2.758648829,1.474763009,,,
2005,Latvia,22,4.484312288,0.942,4.280296488,2.946574519,1.292285834,,,
2006,Latvia,22,4.417726684,0.939,4.333390037,2.900691931,1.539015448,,,
2007,Latvia,22,4.378610883,0.94,4.378096698,2.606133418,2.431857429,,,
2008,Latvia,22,4.402196882,0.94,4.368315527,2.726353775,1.87946505,,,
2009,Latvia,22,4.571783682,0.943,4.308669186,2.861009572,2.98517676,,,
2010,Latvia,22,4.459780706,0.944,4.297913636,2.855291466,1.075002423,,,
2011,Latvia,22,4.505557397,0.948,4.316856702,2.958254456,2.494856981,,,
2012,Latvia,22,4.621403289,0.946,4.351797852,2.984548709,2.681706226,,,
2013,Latvia,22,4.614155908,0.948,4.36508439,3.009517191,2.829677689,,,
2014,Latvia,22,4.615501984,0.941,4.377357074,3.006909955,2.651127054,,,
2015,Latvia,22,4.584906864,0.941,4.397467935,3.150121606,1.819698838,,,
2016,Latvia,22,4.6412636,0.931,4.411603209,3.150790617,1.377531075,,,
2017,Latvia,22,4.78328013,0.946,4.42960453,3.150839768,2.183801557,,,
2018,Latvia,22,4.693618208,0.955,4.449988299,3.109827451,1.196948189,,,
2019,Latvia,22,4.702782359,0.953,4.464025048,3.125755033,2.48490665,,,
2020,Latvia,22,4.743841012,0.953,4.457397093,3.124395805,1.326915838,,,
2021,Latvia,22,4.748562456,0.959,4.478377154,3.09283807,1.349708175,,,
2022,Latvia,22,4.560167856,0.956,4.307351963,2.977466787,1.308981258,,,
1990,Lithuania,23,1.688134639,0.783,4.054693051,2.548610665,2.186556767,,,
1991,Lithuania,23,1.609765572,0.833,4.160417211,2.932901776,3.912023005,,,
1992,Lithuania,23,2.040276712,0.827,4.155507234,3.390116391,3.419691964,,,
1993,Lithuania,23,2.617406082,0.827,4.035434754,2.357714803,2.113105982,,,
1994,Lithuania,23,2.773255998,0.827,4.02950258,2.237466179,2.113105982,,,
1995,Lithuania,23,2.733423892,0.827,3.985132653,2.1856124,3.452524009,,,
1996,Lithuania,23,2.735189118,0.881,4.009912566,2.057296095,1.872002157,,,
1997,Lithuania,23,2.806648082,0.888,4.047761472,2.06074482,1.600356804,,,
1998,Lithuania,23,2.86872051,0.888,4.082539799,2.093060892,1.600356804,,,
1999,Lithuania,23,3.061786606,0.888,4.081309855,2.153472888,1.600356804,,,
2000,Lithuania,23,3.246014742,0.86,4.101189073,2.472477417,2.557227311,,,
2001,Lithuania,23,3.17588744,0.869,4.133436709,2.500456794,2.285438934,,,
2002,Lithuania,23,3.159868791,0.869,4.167253515,2.657444165,1.678963975,,,
2003,Lithuania,23,3.148267733,0.869,4.216610266,2.930882957,2.2300144,,,
2004,Lithuania,23,3.193885676,0.926,4.250176925,2.801244123,1.477048724,,,
2005,Lithuania,23,3.296567021,0.926,4.288793206,2.824607972,2.955951404,,,
2006,Lithuania,23,3.366498419,0.934,4.326418205,2.800338996,0.418710335,,,
2007,Lithuania,23,3.321406847,0.925,4.378814006,2.824194724,1.745715531,,,
2008,Lithuania,23,3.372111156,0.932,4.396445378,2.78962829,3.136797714,,,
2009,Lithuania,23,3.48490665,0.919,4.33264142,2.838161025,2.810004924,,,
2010,Lithuania,23,3.714694744,0.922,4.345452936,3.014647742,3.354804342,,,
2011,Lithuania,23,3.671386217,0.919,4.376378742,2.992807763,2.695302628,,,
2012,Lithuania,23,3.756205243,0.929,4.397897793,3.008509166,2.354228326,,,
2013,Lithuania,23,3.856470206,0.91,4.418060539,3.072440035,2.738256043,,,
2014,Lithuania,23,3.90690106,0.904,4.437952764,3.023497154,1.974081026,,,
2015,Lithuania,23,4.002707887,0.906,4.451200433,2.926416277,3.17262244,,,
2016,Lithuania,23,4.011605623,0.904,4.466436076,2.865381752,2.512035317,,,
2017,Lithuania,23,4.03783345,0.927,4.488995781,2.732338543,2.31944221,,,
2018,Lithuania,23,4.018471761,0.92,4.510256725,2.711081253,2.558002205,,,
2019,Lithuania,23,4.022374205,0.92,4.533995755,2.783607278,1.932969638,,,
2020,Lithuania,23,4.081451149,0.92,4.538316046,2.511912075,1.931825713,,,
2021,Lithuania,23,4.151453149,0.919,4.56875199,2.532665955,1.937229726,,,
2022,Lithuania,23,2.806253915,0.933,4.182596168,2.189498033,1.376092499,,,
1990,Luxembourg,24,0.383813861,0.852,4.829477199,2.570809164,1.688249093,,,
1991,Luxembourg,24,0.383813861,0.853,4.859674617,2.490336787,0.270027137,,,
1992,Luxembourg,24,0.948706706,0.853,4.861740637,2.453015753,2.54474665,,,
1993,Luxembourg,24,0.905689321,0.853,4.873770128,2.459780316,2.036011984,,,
1994,Luxembourg,24,0.989949664,0.871,4.884151486,2.452934085,2.799108932,,,
1995,Luxembourg,24,1.09531018,0.871,4.884222306,2.475313403,2.532902848,,,
1996,Luxembourg,24,0.927429307,0.876,4.884337443,2.450374495,2.502255288,,,
1997,Luxembourg,24,1.076961041,0.876,4.901829411,2.430024083,2.410542234,,,
1998,Luxembourg,24,1.198850859,0.876,4.924478654,2.4102398,2.991724252,,,
1999,Luxembourg,24,1.104360015,0.871,4.952739618,2.41241064,2.741484977,,,
2000,Luxembourg,24,1.139761942,0.868,4.976031915,2.348923878,2.759376828,,,
2001,Luxembourg,24,1.131028262,0.868,4.984018418,2.306990858,2.475697711,,,
2002,Luxembourg,24,1.039220713,0.872,4.993260978,2.325586969,2.379546134,,,
2003,Luxembourg,24,1.067658648,0.872,4.999207863,2.348499331,2.006870849,,,
2004,Luxembourg,24,1.148420005,0.881,5.011029247,2.316917147,2.4765384,,,
2005,Luxembourg,24,1.482426149,0.881,5.015043981,2.42800253,2.71866038,,,
2006,Luxembourg,24,1.559615788,0.881,5.033481658,2.401751808,2.866761892,,,
2007,Luxembourg,24,2.115141591,0.877,5.060599263,2.469705384,2.490723035,,,
2008,Luxembourg,24,2.150572028,0.877,5.051532605,2.482712452,2.280339484,,,
2009,Luxembourg,24,2.147402453,0.882,5.029188098,2.660655775,2.85991255,,,
2010,Luxembourg,24,2.115141591,0.879,5.037292204,2.515979665,2.578700529,,,
2011,Luxembourg,24,2.105256831,0.883,5.032147953,2.460499115,2.90416508,,,
2012,Luxembourg,24,2.211940974,0.883,5.028823704,2.481588651,2.651127054,,,
2013,Luxembourg,24,2.353254507,0.882,5.032353591,2.417369792,2.252343877,,,
2014,Luxembourg,24,2.591273942,0.884,5.033358606,2.395253987,2.654649424,,,
2015,Luxembourg,24,2.711994501,0.884,5.032858403,2.291184789,2.32630162,,,
2016,Luxembourg,24,2.785070481,0.884,5.043521032,2.243350609,2.395164274,,,
2017,Luxembourg,24,2.944480556,0.884,5.039722577,2.236372718,2.086913557,,,
2018,Luxembourg,24,3.014903021,0.882,5.036609735,2.240111634,2.524928324,,,
2019,Luxembourg,24,3.088153482,0.907,5.03804443,2.272750805,2.324346585,,,
2020,Luxembourg,24,3.443216223,0.855,5.027335743,2.487942354,1.725334726,,,
2021,Luxembourg,24,3.432735777,0.903,5.042350235,2.258479255,1.969835917,,,
2022,Luxembourg,24,3.250628421,0.917,5.040297582,2.259066856,1.953467236,,,
1990,Mexico,25,3.494856981,0.538,4.143857264,2.263786582,2.375835555,,,
1991,Mexico,25,3.471483629,0.509,4.153745067,2.340852224,2.116255515,,,
1992,Mexico,25,3.512846018,0.509,4.161376988,2.321009867,0.959350221,,,
1993,Mexico,25,3.496505786,0.524,4.168957462,2.259649401,2.345644582,,,
1994,Mexico,25,3.401525041,0.637,4.182575557,2.194733993,1.492904096,,,
1995,Mexico,25,3.501435952,0.645,4.147294719,2.084851198,1.591273942,,,
1996,Mexico,25,3.50389195,0.645,4.168950104,2.117612694,1.677096561,,,
1997,Mexico,25,3.427454075,0.645,4.191125032,2.121718805,1.822935087,,,
1998,Mexico,25,3.406945108,0.645,4.206635932,2.091745382,2.4765384,,,
1999,Mexico,25,3.410542234,0.645,4.212305887,2.06042968,2.430098413,,,
2000,Mexico,25,3.416806237,0.661,4.227491805,2.126756695,1.430311247,,,
2001,Mexico,25,3.32825284,0.661,4.219967312,2.137822573,2.251291799,,,
2002,Mexico,25,3.281361457,0.661,4.213810906,2.264714168,2.254444718,,,
2003,Mexico,25,3.235376343,0.692,4.214112612,2.332034917,2.16791019,,,
2004,Mexico,25,3.265921109,0.692,4.225019656,2.428025886,2.33408376,,,
2005,Mexico,25,3.2782924,0.692,4.229148948,2.457316246,2.215937286,,,
2006,Mexico,25,3.234306252,0.694,4.242180028,2.500234064,2.318458442,,,
2007,Mexico,25,3.261763098,0.702,4.245624682,2.454917456,2.436241478,,,
2008,Mexico,25,3.16676537,0.699,4.243981056,2.569205048,2.548663616,,,
2009,Mexico,25,3.071913275,0.717,4.213799227,2.413550213,2.063058062,,,
2010,Mexico,25,3.138889,0.726,4.229118199,2.456344488,2.683757509,,,
2011,Mexico,25,3.076938411,0.731,4.238605054,2.490164592,2.710048204,,,
2012,Mexico,25,3.026831591,0.75,4.248278392,2.476016311,2.607124283,,,
2013,Mexico,25,3.056684555,0.752,4.248517388,2.455016529,2.239645293,,,
2014,Mexico,25,3.136530509,0.758,4.255319069,2.452897925,2.664446564,,,
2015,Mexico,25,3.124653885,0.757,4.264309826,2.293609112,2.212660385,,,
2016,Mexico,25,3.135349174,0.757,4.270720051,2.273054549,2.406945108,,,
2017,Mexico,25,3.223541886,0.773,4.27513207,2.386846399,2.583997552,,,
2018,Mexico,25,3.13771045,0.802,4.280082108,2.348659604,2.558776498,,,
2019,Mexico,25,3.161021529,0.811,4.274907054,2.31964854,2.227861547,,,
2020,Mexico,25,3.228938553,0.8,4.234604336,2.335864714,1.778944372,,,
2021,Mexico,25,3.221375038,0.788,4.250644167,2.334783582,1.800339224,,,
2022,Mexico,25,3.23986891,0.773,4.240678731,2.335358666,1.794139967,,,
1990,Netherlands,26,1.113328685,0.914,4.539239744,2.489139206,1.89761986,,,
1991,Netherlands,26,1.086177696,0.914,4.546282873,2.483462039,1.842135677,,,
1992,Netherlands,26,1.122217633,0.914,4.550346269,2.401807161,2.017566138,,,
1993,Netherlands,26,1.165514438,0.919,4.552746917,2.509092824,1.845300236,,,
1994,Netherlands,26,1.173953307,0.927,4.562801583,2.474082765,1.860974538,,,
1995,Netherlands,26,1.21511138,0.928,4.573982392,2.483212707,1.776645831,,,
1996,Netherlands,26,1.300104592,0.928,4.586913578,2.536283255,1.983756292,,,
1997,Netherlands,26,1.412109651,0.928,4.603083286,2.530038439,1.871802177,,,
1998,Netherlands,26,1.457424847,0.929,4.620202392,2.516429182,1.842135677,,,
1999,Netherlands,26,1.524728529,0.929,4.638642182,2.545385852,1.768149604,,,
2000,Netherlands,26,1.587786665,0.932,4.65338774,2.634129724,1.791759469,,,
2001,Netherlands,26,1.609765572,0.932,4.660099287,2.692695053,1.706564623,,,
2002,Netherlands,26,1.693147181,0.931,4.658270083,2.690981534,1.660131027,,,
2003,Netherlands,26,1.636576829,0.932,4.656896168,2.721660789,1.769854634,,,
2004,Netherlands,26,1.792992516,0.932,4.663923291,2.745691579,1.740466175,,,
2005,Netherlands,26,2.036736885,0.932,4.671725036,2.786838663,1.83736998,,,
2006,Netherlands,26,2.10856262,0.932,4.685804416,2.850659487,2.009555414,,,
2007,Netherlands,26,2.156881197,0.932,4.700943292,2.866644942,2.212660385,,,
2008,Netherlands,26,2.311031877,0.932,4.708577422,2.734936377,2.286455711,,,
2009,Netherlands,26,2.442201993,0.931,4.690119496,2.854181389,2.495681723,,,
2010,Netherlands,26,2.368639426,0.931,4.693684572,2.712992263,2.48740353,,,
2011,Netherlands,26,2.495148766,0.931,4.698343822,2.691321681,2.513656063,,,
2012,Netherlands,26,2.521698998,0.93,4.692238657,2.742402673,2.463001814,,,
2013,Netherlands,26,2.508511994,0.915,4.690392709,2.745864318,2.397895273,,,
2014,Netherlands,26,2.564440547,0.915,4.6949681,2.747269514,2.335052283,,,
2015,Netherlands,26,2.595338988,0.914,4.701469373,2.682593409,2.385086315,,,
2016,Netherlands,26,2.605429891,0.914,4.708573939,2.548512306,2.463853241,,,
2017,Netherlands,26,2.686398954,0.913,4.718467725,2.512860648,2.442347035,,,
2018,Netherlands,26,2.796747011,0.888,4.726065975,2.575565419,2.376764491,,,
2019,Netherlands,26,2.978239036,0.89,4.731631951,2.719794938,2.254444718,,,
2020,Netherlands,26,3.232162629,0.892,4.71200561,2.617581761,2.156263684,,,
2021,Netherlands,26,3.363680192,0.884,4.730346309,2.617880019,2.171485028,,,
2022,Netherlands,26,2.463857073,0.879,4.706803265,2.627481237,2.180519149,,,
1990,New Zealand,27,4.488902962,0.904,4.393144204,2.148735927,2.373975089,,,
1991,New Zealand,27,4.477540948,0.907,4.372932797,2.163286821,1.406096988,,,
1992,New Zealand,27,4.414442608,0.907,4.374076594,2.193670273,1.853168097,,,
1993,New Zealand,27,4.441379171,0.919,4.396319328,2.200741813,2.005525859,,,
1994,New Zealand,27,4.435598808,0.919,4.412826645,2.205518157,2.13771045,,,
1995,New Zealand,27,4.454738149,0.917,4.42480669,2.219642604,2.446685437,,,
1996,New Zealand,27,4.393501175,0.929,4.432298742,2.235543908,2.135349174,,,
1997,New Zealand,27,4.313822302,0.931,4.439831609,2.249512746,2.135349174,,,
1998,New Zealand,27,4.386422096,0.935,4.440584656,2.26508905,1.781709133,,,
1999,New Zealand,27,4.344274234,0.937,4.460611775,2.232838636,1.521698998,,,
2000,New Zealand,27,4.386422096,0.938,4.46808505,2.203322356,1.435084525,,,
2001,New Zealand,27,4.305053521,0.938,4.482273443,2.251975006,2.118662255,,,
2002,New Zealand,27,4.363841595,0.943,4.496195291,2.282169934,1.635105659,,,
2003,New Zealand,27,4.352357216,0.943,4.506917889,2.358474041,1.940179474,,,
2004,New Zealand,27,4.415100287,0.943,4.514163624,2.389807981,1.924248652,,,
2005,New Zealand,27,4.414771502,0.943,4.523238149,2.437739624,1.840549633,,,
2006,New Zealand,27,4.434632158,0.942,4.528747575,2.472270642,2.141241943,,,
2007,New Zealand,27,4.446489371,0.942,4.540515418,2.497295159,2.247072383,,,
2008,New Zealand,27,4.461351304,0.942,4.530417687,2.531908828,2.333114298,,,
2009,New Zealand,27,4.545297726,0.941,4.534582713,2.533189141,2.596746132,,,
2010,New Zealand,27,4.61199841,0.941,4.533615237,2.516894981,2.430978308,,,
2011,New Zealand,27,4.657646752,0.941,4.541641014,2.526193436,2.589266665,,,
2012,New Zealand,27,4.592368554,0.941,4.550397267,2.571671347,2.517696473,,,
2013,New Zealand,27,4.631515137,0.94,4.555720156,2.598610437,2.267993648,,,
2014,New Zealand,27,4.651437159,0.94,4.563864306,2.621452074,2.629728234,,,
2015,New Zealand,27,4.674526948,0.94,4.57379599,2.598774104,2.32532458,,,
2016,New Zealand,27,4.691126927,0.94,4.579875817,2.590670789,1.953027617,,,
2017,New Zealand,27,4.681603045,0.943,4.589317125,2.602599433,2.414126468,,,
2018,New Zealand,27,4.725452434,0.941,4.59865035,2.598363877,1.864080131,,,
2019,New Zealand,27,4.691376334,0.943,4.602863019,2.595321724,2.293544348,,,
2020,New Zealand,27,4.710640946,0.942,4.591942219,2.582923456,1.780125388,,,
2021,New Zealand,27,4.680090948,0.945,4.605855701,2.574603999,1.789557046,,,
2022,New Zealand,27,4.410335502,0.95,4.53341156,2.491366046,1.698217725,,,
1990,Norway,28,4.990464432,0.945,4.606218152,1.774050509,2.271094426,,,
1991,Norway,28,4.866188469,0.945,4.617342711,1.788537733,2.232162629,,,
1992,Norway,28,4.901164262,0.948,4.630089461,1.16998898,1.998773639,,,
1993,Norway,28,4.865769621,0.948,4.639689345,1.15754949,2.076938411,,,
1994,Norway,28,4.83535792,0.945,4.658634139,1.153273781,2.200552367,,,
1995,Norway,28,4.893044039,0.945,4.674061597,1.606445078,1.91102289,,,
1996,Norway,28,4.779633817,0.946,4.69316508,1.628166299,2.101692151,,,
1997,Norway,28,4.778263015,0.946,4.71317525,1.718589662,2.086913557,,,
1998,Norway,28,4.791887204,0.945,4.721840199,1.593440111,2.222459049,,,
1999,Norway,28,4.807550984,0.945,4.727521168,1.509992032,1.935859813,,,
2000,Norway,28,4.942358205,0.951,4.738402685,1.499320653,2.090628731,,,
2001,Norway,28,4.75630443,0.953,4.745124389,1.751650261,2.1102132,,,
2002,Norway,28,4.899545484,0.951,4.749018132,1.758467305,2.172476408,,,
2003,Norway,28,4.6412636,0.951,4.750405247,2.010586583,2.305580602,,,
2004,Norway,28,4.609565647,0.948,4.764744529,1.890457474,2.316487998,,,
2005,Norway,28,4.793464669,0.951,4.773041364,1.863983766,2.399711804,,,
2006,Norway,28,4.670206189,0.951,4.779843435,2.086963122,2.437115986,,,
2007,Norway,28,4.836652698,0.951,4.788162147,1.840429353,2.653945942,,,
2008,Norway,28,4.727619282,0.951,4.784813216,1.957910065,2.645465326,,,
2009,Norway,28,4.652474772,0.953,4.771771521,1.972962707,2.748552144,,,
2010,Norway,28,4.573468603,0.951,4.769398006,2.174042836,2.638342789,,,
2011,Norway,28,4.767459554,0.95,4.768005954,2.038228155,2.686486023,,,
2012,Norway,28,4.80019719,0.951,4.773885356,1.859370964,2.621038824,,,
2013,Norway,28,4.646754528,0.95,4.773055206,1.973373691,2.368372834,,,
2014,Norway,28,4.81242364,0.949,4.776658406,1.827037197,2.084429083,,,
2015,Norway,28,4.798854307,0.95,4.780705339,1.704316598,2.350422422,,,
2016,Norway,28,4.897721221,0.948,4.781480929,1.842345452,2.182674796,,,
2017,Norway,28,4.851423383,0.948,4.788083414,1.869017659,2.386926241,,,
2018,Norway,28,4.838376465,0.952,4.790048455,2.073808617,2.562638998,,,
2019,Norway,28,4.853334009,0.911,4.790343864,2.01338344,2.63188884,,,
2020,Norway,28,4.97724879,0.891,4.784661005,1.679367348,2.060093061,,,
2021,Norway,28,4.93064847,0.892,4.798874225,1.686796221,2.060003848,,,
2022,Norway,28,4.946134535,0.886,4.771929773,1.680646265,2.052314406,,,
1990,Poland,29,1.425267735,0.894,4.039574322,2.255121603,2.866192902,,,
1991,Poland,29,1.292669614,0.882,4.007094565,2.351732767,3.203559121,,,
1992,Poland,29,1.418710335,0.884,4.017141899,2.45306782,1.071583616,,,
1993,Poland,29,2.358409158,0.904,4.032541,2.452372131,2.480731278,,,
1994,Poland,29,2.386294361,0.904,4.054587394,2.445657981,2.266957915,,,
1995,Poland,29,2.371180723,0.906,4.083520536,2.408882623,0.565313809,,,
1996,Poland,29,2.319085611,0.906,4.109134915,2.373517619,2.498973907,,,
1997,Poland,29,2.332366019,0.906,4.13624258,2.352011368,2.407845604,,,
1998,Poland,29,2.415853163,0.906,4.156038843,2.402829048,2.233235015,,,
1999,Poland,29,2.398716881,0.902,4.175951683,2.482379625,2.233235015,,,
2000,Poland,29,2.45395301,0.902,4.195452126,2.478423628,2.247072383,,,
2001,Poland,29,2.515127233,0.917,4.201001982,2.574349057,2.615203651,,,
2002,Poland,29,2.545432582,0.917,4.209933826,2.628979065,2.308567165,,,
2003,Poland,29,2.519513205,0.917,4.225289376,2.726518409,1.981001469,,,
2004,Poland,29,2.558144618,0.917,4.246577603,2.698886917,2.542389085,,,
2005,Poland,29,2.583093937,0.917,4.261761842,2.718631086,2.246014742,,,
2006,Poland,29,2.578978705,0.918,4.287935356,2.746756817,2.366498419,,,
2007,Poland,29,2.609437912,0.92,4.317754626,2.712587768,2.281361457,,,
2008,Poland,29,2.738710248,0.919,4.335622961,2.836255018,2.869034621,,,
2009,Poland,29,2.893111963,0.92,4.347325136,2.996108957,2.773213527,,,
2010,Poland,29,2.978239036,0.922,4.355770945,2.97936554,2.512846018,,,
2011,Poland,29,3.061786606,0.928,4.377033274,2.971201979,2.548663616,,,
2012,Poland,29,3.17702187,0.932,4.383601396,2.98187815,2.855895328,,,
2013,Poland,29,3.171336806,0.928,4.387659397,2.932427695,2.651127054,,,
2014,Poland,29,3.213753879,0.934,4.404219457,2.881111184,2.70404218,,,
2015,Poland,29,3.246014742,0.933,4.423182282,2.914634687,2.660259537,,,
2016,Poland,29,3.17702187,0.903,4.436137034,2.899945576,2.373975089,,,
2017,Poland,29,3.144761008,0.863,4.457955433,2.890028131,2.647592232,,,
2018,Poland,29,3.406043801,0.862,4.483140935,2.892470964,2.009555414,,,
2019,Poland,29,3.474014209,0.864,4.502351044,2.903579417,2.200552367,,,
2020,Poland,29,3.520112906,0.845,4.493853546,2.796734086,1.53434792,,,
2021,Poland,29,3.468099531,0.839,4.524798032,2.795835023,1.53434792,,,
2022,Poland,29,2.317453264,0.84,4.076355915,2.446853257,1.281350425,,,
1990,Portugal,30,3.971951745,0.842,4.351278825,3.187926845,2.06658424,,,
1991,Portugal,30,3.962692419,0.85,4.370848072,3.21935514,2.999226163,,,
1992,Portugal,30,3.758743315,0.849,4.375891764,3.221663207,1.761300262,,,
1993,Portugal,30,3.887590115,0.853,4.366394751,3.227318563,3.022860941,,,
1994,Portugal,30,3.931726944,0.856,4.369396219,3.193044072,2.197224577,,,
1995,Portugal,30,3.799108932,0.893,4.386105336,3.132497905,2.554121719,,,
1996,Portugal,30,3.942858784,0.898,4.399430552,3.089469345,2.368372834,,,
1997,Portugal,30,3.878636502,0.898,4.416195669,3.062684758,2.111424588,,,
1998,Portugal,30,3.797281335,0.897,4.434395151,3.039688754,2.227861547,,,
1999,Portugal,30,3.615203651,0.913,4.448581578,2.958123124,2.454447442,,,
2000,Portugal,30,3.72719902,0.913,4.461794209,2.916647072,2.291524146,,,
2001,Portugal,30,3.783775912,0.916,4.467091676,2.896836239,2.812410216,,,
2002,Portugal,30,3.621765833,0.918,4.468048539,2.885504294,2.53449015,,,
2003,Portugal,30,3.826721731,0.915,4.462357861,2.879059727,2.161021529,,,
2004,Portugal,30,3.688527535,0.915,4.469019081,2.884151336,2.256541154,,,
2005,Portugal,30,3.574899688,0.912,4.471595611,2.909631373,2.522523513,,,
2006,Portugal,30,3.818398258,0.912,4.477813258,2.926430436,2.469793012,,,
2007,Portugal,30,3.872999508,0.925,4.487712481,2.948668881,2.746629683,,,
2008,Portugal,30,3.864483987,0.926,4.488470477,2.895960995,2.774461967,,,
2009,Portugal,30,3.978077338,0.926,4.474281258,2.972942696,2.70404218,,,
2010,Portugal,30,4.145444547,0.923,4.48156344,2.973534803,2.836150204,,,
2011,Portugal,30,4.113070766,0.92,4.474772766,3.013371508,2.579458967,,,
2012,Portugal,30,4.011113376,0.938,4.458545391,3.1223668,2.645465326,,,
2013,Portugal,30,4.205182498,0.92,4.456903254,3.133105047,2.364620484,,,
2014,Portugal,30,4.259633817,0.923,4.462671817,3.17597872,1.935859813,,,
2015,Portugal,30,4.117949906,0.931,4.472184178,3.188329665,2.507971923,,,
2016,Portugal,30,4.250762014,0.928,4.482237391,3.200802423,2.532902848,,,
2017,Portugal,30,4.055415276,0.93,4.498263537,3.171121857,2.250238613,,,
2018,Portugal,30,4.210440346,0.932,4.511160361,3.159550646,2.16676537,,,
2019,Portugal,30,4.207612633,0.931,4.522554815,3.132984239,1.905088155,,,
2020,Portugal,30,4.333988632,0.943,4.484465267,3.162956207,2.028135089,,,
2021,Portugal,30,4.382014562,0.932,4.507611681,3.158749655,2.022050748,,,
2022,Portugal,30,4.272647845,0.93,4.500035468,3.16215628,2.016807872,,,
1990,Slovak Republic,31,1.431782416,0.877,4.489448974,2.689054198,1.885553349,,,
1991,Slovak Republic,31,1.31481074,0.855,4.478707438,2.836868789,1.969905655,,,
1992,Slovak Republic,31,1.451075619,0.855,4.086318891,3.000322495,2.138889,,,
1993,Slovak Republic,31,1.970778917,0.855,4.093020478,2.86849425,2.816007343,,,
1994,Slovak Republic,31,2.141033005,0.855,4.117313397,2.733958442,1.229640551,,,
1995,Slovak Republic,31,2.029619417,0.849,4.140658857,2.648254438,2.533696814,,,
1996,Slovak Republic,31,1.887891257,0.856,4.167678801,2.629202999,2.243896097,,,
1997,Slovak Republic,31,1.871293366,0.856,4.191918314,2.630134019,2.355177543,,,
1998,Slovak Republic,31,1.916290732,0.856,4.208653883,2.595575623,2.404238747,,,
1999,Slovak Republic,31,1.947789399,0.874,4.207834641,2.656724247,2.143589362,,,
2000,Slovak Republic,31,2.011600912,0.874,4.212440647,2.843230803,2.141241943,,,
2001,Slovak Republic,31,2.418277407,0.872,4.228030589,2.948048218,2.72392355,,,
2002,Slovak Republic,31,2.381281819,0.872,4.247264568,2.937960346,0.947789399,,,
2003,Slovak Republic,31,2.244154594,0.882,4.270501822,3.031598026,2.643333886,,,
2004,Slovak Republic,31,2.381281819,0.881,4.29255045,3.022742577,2.609334228,,,
2005,Slovak Republic,31,2.456286733,0.883,4.320023461,2.990206569,1.979621206,,,
2006,Slovak Republic,31,2.499623046,0.883,4.355111729,2.987572207,2.002830439,,,
2007,Slovak Republic,31,2.663926098,0.872,4.399247004,3.030980501,2.424802726,,,
2008,Slovak Republic,31,2.633154439,0.873,4.422067585,3.034048872,2.20386912,,,
2009,Slovak Republic,31,2.91102289,0.884,4.39678882,3.142364564,2.525728644,,,
2010,Slovak Republic,31,3.005525859,0.883,4.424008252,3.065668613,2.892591515,,,
2011,Slovak Republic,31,3.008214032,0.883,4.438075845,3.067798691,3.108167703,,,
2012,Slovak Republic,31,3.099244169,0.881,4.443026761,3.059168971,2.60046499,,,
2013,Slovak Republic,31,3.117459609,0.884,4.445299468,3.068271427,2.305580602,,,
2014,Slovak Republic,31,3.186051277,0.882,4.456436486,2.942538311,2.652537491,,,
2015,Slovak Republic,31,3.262804223,0.881,4.477904161,2.93269465,2.926917958,,,
2016,Slovak Republic,31,3.257587727,0.891,4.485705672,2.914966659,2.7631695,,,
2017,Slovak Republic,31,3.213753879,0.89,4.497607669,2.887572213,2.800325477,,,
2018,Slovak Republic,31,3.211565695,0.893,4.514166416,2.89960946,2.610069793,,,
2019,Slovak Republic,31,3.540025949,0.9,4.524385995,2.969678592,2.464703942,,,
2020,Slovak Republic,31,3.538447417,0.902,4.509104358,2.922127922,1.838547631,,,
2021,Slovak Republic,31,3.458733775,0.905571429,4.523343452,2.921836788,1.814792168,,,
2022,Slovak Republic,31,3.429511386,0.908095238,4.505507295,2.918361452,1.834084334,,,
1990,Slovenia,32,3.210469804,0.741,4.314097588,3.246071139,0.774727168,,,
