SMILES,SA Score
*OS(=O)(=O)c1ccc(Cc2ccc(S(=O)(=O)Oc3ccc(C(C)(C)c4ccc(*)cc4)cc3)cc2)cc1,3.190183717
*Nc1ccc(Cc2ccc(NC(=*)SSCC)cc2)cc1,3.373349731
*/C=C/C(=*)c1ccccc1Cl,3.794239464
*c1ccc(C(C)(C)c2ccc(N3C=CC4=CC=C(C=CC5=CC=C(O4)C(=O)c4cc(Oc6ccc7c(c6)C(=O)N(*)C7=O)ccc4O5)C3=O)cc2)cc1,5.922401939
*C#C/C=C(/*)c1ccncc1,4.513306267
*OC(=O)c1ccccc1Nc1ccccc1-c1ccccc1C(=O)OC(=O)c1ccccc1O*,3.029955168
*C(=O)CCN1CCN(*)CCN2CN(CCC2=O)CC1,5.046201414
*C#CCOC(=O)NCCSCCCCSCCSCCNC(=O)O*,3.935514105
*CCCCCNC(=O)c1ccc(C(C)CC(=O)N*)c2ccccc12,3.583526659
*NC(=O)CCCCCCCCC(=O)NCCc1ccc(C=C=C)c(-c2ccc(-c3ccc(*)cc3)s2)c1,3.588726369
*c1cccc(-c2nc3ccc(-c4ccc5nc(*)oc5c4)cc3[nH]2)c1,3.353660461
*/N=C(\C)C(COC(=O)NC(=O)OC)C(*)C(=O)O,4.767506945
*Oc1ccc(-c2ccc(OC(=O)c3ccc(C(*)=O)cc3)c(OC)c2)cc1OC,2.797387769
*OP(=O)(Oc1ccc(Br)cc1)OC(C)(C)C(=O)OCc1ccc(*)cc1,4.000421548
*CC(*)OC(=O)c1ccc(NC(=O)c2ccc(OCC)cc2)cc1,3.062894747
*CCCCCCCCOC(=O)c1ccccc1-c1ccccc1C(=O)O*,2.927412352
*CC(*)C(=O)Oc1ccc(C(=O)Oc2ccc3ccc(=O)oc3c2)cc1,3.459029842
*Oc1ccc(C(=O)c2ccc(Oc3ccc(-c4ccc(Oc5ccc(C(=O)c6ccc(*)cc6)cc5)cc4)cc3)cc2)cc1,2.621934874
*CCCOc1ccc(OC(=O)c2ccc(C(=O)Oc3ccc(O*)cc3)cc2)cc1,2.766815199
*CCCCCCC(=O)NCCCCCCNC(=O)CCCCCO*,3.070322213
*NC(=O)c1cccc(C(=O)NC(C)C(=O)NCC(*)=O)c1,3.499032947
*CC(C(*)=O)c1ccccc1,3.906422255
*Oc1cc(C(C)(C)C)c(Oc2ccc(C(=O)c3ccc(*)cc3)cc2)cc1C(=O)OCCCCCC,3.187748998
*Oc1ccc(NC(=O)c2ccc(C(=O)Nc3ccc(*)cc3)c(C(=O)O)c2)c(C(=O)O)c1,2.996648653
*CCCCCCCCN1C(=O)c2ccc(S(=O)(=O)c3ccc4c(c3)C(=O)N(*)C4=O)cc2C1=O,3.285878853
*CCCCCCCCCOC(=O)CCCCCCC(=O)O*,3.153876814
*CCOCCOC(=O)CCCCCNC(=O)c1ccc(C(=O)NC(=O)O*)cc1,3.038108099
*c1ccc(*)n1CCCCS(=O)[O-],5.400034264
*CC(O)CN(*)c1cc(C)ccc1-c1ccc(Cl)cc1,3.692559158
*Nc1ccccc1CCc1ccccc1NC(=O)NCCCCCCCCCNC(*)=O,2.978333515
*c1cc2c([se]1)C(=O)N(c1c(C)cc(-c3cc(C)c(N4C(=O)c5ccc(C(F)(F)C(F)(F)C(*)(F)F)cc5C4=O)c(C(C)C)c3)cc1C(C)C)C2=O,4.230301523
*CCCCCCC(=O)NCCCCCCOCCCCCNC(=O)CCCCO*,3.104751586
*CC(O)CN(C)S(=O)(=O)c1ccc(-c2ccc(-c3ccc(*)s3)o2)cc1,3.904262879
*c1ccc(C(=O)Oc2ccc(C3(*)OC(=O)c4ccccc43)cc2)cc1,3.640529732
*CCCCOC(=O)CC(CC(=O)O*)OC,4.384593064
*O[Si](*)(C)CCCOc1ccc(C(=O)Oc2ccc(C(=O)OC3CC(C)CCC3(C)C3COC3=O)cc2)cc1,4.565391712
*CC(*)(C)C(=O)OCCCCBr,4.567014314
*NC1CCC(NC(=O)CCCCCCCC(*)=O)CC1,3.231042838
*/C=C/C(COC(=O)c1ccc(CCCCCC)cc1C(*)Cl)C(=O)OCc1ccc(/N=N/c2ccc(C#N)cc2)cc1,4.295365218
*Oc1cc(I)cc(CCCCCC(*)=O)c1,3.675329757
*c1ccc(S(=O)(=O)c2ccc(S(*)(=O)=O)cc2Br)cc1,3.509446917
*CCN(CCOC(=O)Nc1ccc(C)c(NC(=O)O*)c1)c1ccc(/N=N/c2ccc(I)cc2)cc1,3.427910351
*OC(=O)Nc1ccc(C(=O)OCCCCCCCCCCOC(*)=O)cc1,2.92481105
*OC1COC(Cl)C(*)OC1CO,5.930226349
*c1cccc(C(*)([2H])C)c1,5.316269985
*CC(*)(CC(=O)OCCCOC(=O)C(C)(C)C)C(=O)O,4.057082589
*Oc1ccc(/C(=C/c2cc(-c3ccc(-c4ccccc4)cc3)c(/C=C(/*)c3ccc(/C=C/c4ccc(-c5ccccc5)cc4)cc3)cc2OC)c2ccccc2)cc1,3.374233006
*c1ccc(C(F)(F)C(F)(F)C(F)(F)C(*)(F)F)cc1,3.980955488
*N=P(*)(CCC)NCCC,5.369062028
*CCCCCCCOc1ccc(NC(=O)c2ccc(C(=O)NCCCCCCCCCCNC(=O)c3ccc(O*)cc3[N-])cc2)cc1,3.352656572
*/C=C/C(C(=O)OCCCC)c1ccc(-c2ccc(C(=O)O*)cc2)cc1,3.602046037
*CC(*)c1c(F)c(F)c(F)c(F)c1Br,4.74726534
*CCCCC(=O)NCCCCCNC(=O)CCCOC(=O)c1ccc(NC(=O)CCCCCOC(=O)c2ccc(C(=O)O*)cc2)cc1,3.148523601
*CCc1ccc(CCOC(=O)CSC(=O)c2ccc(C(=O)O*)cc2)cc1,3.14164883
*CC(*)c1cc(Cl)ccc1OCCC(C)C,3.766287044
*CCCC(=O)CNC(=O)CCN(C)CC(=O)N*,3.724289668
*c1ccc(C(=O)NNC(=O)c2ccc(C(=O)NNC(=O)CCCCCCCCCCC(=O)Nc3ccc(-c4ccc(NC(=*)CC)cc4)cc3)cc2)cc1,3.185755809
*Oc1ccc(P(=O)(c2ccccc2)c2cccc(C(=O)Oc3ccc(OC(=O)c4ccc(OC(*)=O)cc4)cc3)c2)cc1,3.696730192
*CC(*)(C)C(=O)OCCCCCC[N+](C)(C)C,4.217778399
*/C=C/c1ccc(S(=O)(=O)c2ccc(-c3ccc(Sc4ccc(*)o4)o3)cc2)s1,3.796107739
*C(=O)NNC(=O)c1ccc([Si](c2ccccc2)(c2ccccc2)c2ccc(C(=O)NNC(=O)c3ccc(C(=O)NNC(=O)c4ccc(*)cc4)cc3)cc2)cc1,3.166084902
*CCCCCCCCCCCCCCCCCCCCCCOC(=O)c1ccc(NC(=O)CCCCC(=O)Nc2ccc(C(=O)O*)cc2)cc1,3.002192564
*c1ccc(-c2ccc(N3C(=O)c4cccc(Oc5c(C)cc(Cc6cc(C)c(Oc7ccc8c(c7)C(=O)N(*)C8=O)c(C)c6)cc5C)c4C3=O)cc2)cc1,3.676399593
*c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(S(=O)(=O)c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c(C)c2)cc1C,3.443765779
*CCCCOC(=O)Nc1ccc(CNC(=O)O*)cc1,3.125070478
*CCN(CCCCCCOc1ccc(/N=N/c2ccc(-c3ccc(-c4ccccc4)cc3)cc2)cc1)CCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O*)cc2)cc1,3.553034774
*CCCC(C)CNC(=O)c1cccc(C(=O)N*)c1,3.646018027
*CCCCCCCCCCOC(=O)c1ccc(Cc2ccc(C(=O)O*)cc2)cc1,2.843944499
*CCOP(=O)(/N=N/c1ccc(-c2ccc(/N=N/P(=O)(O*)OCC)cc2)cc1)OC,4.84938247
*CCCCCCCCCCCCCCCCCCCSSCCCSS*,3.201585629
*c1ccc(/C=C/c2ccc(/C=N/c3ccc(-c4nnc(*)o4)cc3)cc2)cc1,3.349810442
*c1cc(C(=O)OCCC)cc(N2C(=O)CC(C3C=C(C)C4C(=O)N(*)C(=O)C4C3)C2=O)c1,4.877185667
*CC(*)(C)C(=O)NC(C)CC,4.853575606
*Sc1cccc(CCCCCCC(*)=O)c1,3.337448313
*Oc1cccc(NC(=O)c2ccc(S(=O)(=O)c3ccc(C(=O)Nc4ccc(Cc5ccc(NC(=O)c6ccc(*)cc6)cc5)cc4)cc3)cc2)c1,3.018181669
*Nc1c(*)cccc1Cl,4.332038597
*CC(*)C(=O)OCc1ccc2c(c1)-c1ccccc1-2,3.510749231
*CC(O)CN(C)S(=O)(=O)c1cccc([Si](*)(C)C)c1,4.201541647
*C(*)C(=O)N(O)c1ccccc1,3.537347882
*Oc1ccc(C(C)(C)c2ccc(OC(=O)OCCN(CC[Si](C)(C)C)O*)cc2)cc1,3.596156498
*/C=C/c1cc(OCCCCCCCC)c(*)cc1OCCCCOc1ccc(-c2ccc(C(F)(F)F)cc2)cc1,3.171680329
*OC(COC(=O)c1ccc(C(*)=O)cc1)C(OC(=O)Oc1ccccc1)C(OC(C)=O)C(=O)OCc1ccccc1,4.135982802
*C#CCCCC#CC#CCOC(=O)C(Cc1ccccc1)NC(=O)O*,4.144366096
*C#Cc1cc(OCC(CC)CCCC)c(*)cc1OCCCCCC,3.937147945
*CC(*)OC(=O)c1cc(C)cc(C)c1,3.891128497
*Oc1ccc(/N=C/CC(Nc2ccc(*)cc2)c2ccccc2)cc1,3.824766366
*CCCCCCCCCOC(=O)CCCCCCCCCCCCC(=O)O*,2.971504707
*Nc1cccc(NC(=O)c2cc(NC(=O)c3ccc(Cc4ccc(C(*)=O)cc4)cc3)ccc2C(=O)O)c1,2.841391119
*CCCCCCCCCCCCCCCCn1c(=O)c2cc3c(=O)n(*)c(=O)c3cc2c1=O,3.184275486
*CCCC/C=C(\C)CC(CC)S*,5.02690228
*c1cc(CC(=O)OC2COC2=O)c(*)s1,4.815533364
*c1ccc(OCCCOc2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c(C)c2)cc1C,3.309568968
*c1ccc(Oc2ccc(-c3cccc(-n4c(=O)c5cc6c(=O)n(*)c(=O)c6cc5c4=O)c3)cc2)cc1,3.251196505
*CCCCCNC(=O)CCCCCCCC(=O)NCCCCCCNC(=O)C(=O)N*,3.018906307
*C(=O)Nc1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)c(NC(=O)c2ccc(-c3nc4cc(*)ccc4[nH]3)cc2)c1,3.368509985
*CC(*)(CC(=O)OCCCCCCCCCC)OCC(=O)OC,3.748993917
*[Si](*)(C)CCCCCCCCC,3.379165464
*c1ccc(-c2ccc(-c3ccc([Si](CCCC)=C(C#N)[Si](*)(C)C)cc3)cc2)cc1,3.776893624
*CCc1ccc(CC(=O)NCCOC(=O)c2ccc(C(=O)O*)cc2)cc1,2.851186318
*SCC(=O)N/N=C/c1ccc(Sc2ccc(*)o2)o1,4.151138467
*CCCCCCCCCSS*,4.047727484
*CC(*)C(=O)c1ccc2ccccc2c1,3.527168469
*c1ccc(N(*)c2ccc(Br)cc2)cc1,3.621062322
*c1ccc(Oc2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c(C)c2)cc1C,3.290268003
*c1ccc(-c2ccc(-c3ccc(-c4ccc(-c5nnc(*)o5)cc4)[nH]3)cc2)cc1,3.214024907
*c1ccc(-c2ccc(-c3cc(OCCCCCCCC)c(*)cc3OCCCCCCCC)s2)s1,3.375885216
*CCOC(=O)NCCCCCCNC(=O)OCCCCCCOc1ccc(/N=C/c2ccc(C(=O)Oc3ccc(/C=N/c4ccc(O*)cc4)cc3)cc2)cc1,3.62570865
*CCc1c(C(=O)OCC)cc(CNC(=*)CC)c(C)c1C,3.742890241
*c1ccc2c(c1)C(CCCCCC)(CCCCCCCC)c1cc(-c3cc(OCCCCC)c(*)cc3OCCCCCC)ccc1-2,3.96156589
*CCOCCOC(=O)c1ccc(C(=O)OCCCCOC(=O)c2ccc(C(=O)O*)cc2)cc1,2.8869504
*OC(*)CCCC,5.325989423
*CC(*)C(=O)OCCCCc1ccccc1,3.46030523
*CC(*)C(=O)Oc1ccc(C(=O)OCC(C)C)cc1,3.533434251
*N=P(*)(CCC)c1ccccc1,4.40232359
*c1ccc(Oc2cccc(Oc3ccc(N4C(=O)c5ccc(-c6ccc7c(c6)C(=O)N(*)C7=O)cc5C4=O)cc3C(F)(F)F)c2)cc1,3.430596562
*/C=N/CCCCCNC(=O)N*,4.211193596
*Sc1cccc(C(=O)c2ccc(-c3cccc(Cl)c3C(*)=O)cc2)c1,2.953648246
*/C=N/*,7.886753816
*CC(*)(C)C(=O)OCCC1CCN(c2ccc(/N=N/c3ccc([N+](=O)[O-])cc3)cc2)CC1,3.733665704
*/C=C/C1CC(*)C(C#N)(C#N)[Si](C)(C)C1,6.468963619
*CCOC(=O)c1ccc(Oc2ccc(C(=O)OC(=O)c3ccc(C(=O)O*)cc3)cc2)cc1,2.870817983
*CC(F)(F)C(F)(F)C(F)(F)COC(=O)CCCOCCCCCCO*,3.668010577
*CCC(*)C(=O)OC(C)C,4.963201759
*Cc1ccc(C)c(N=*)c1,4.313357259
*CCOC(=O)OCC1CCC(OC(=O)O*)C1,4.66150424
*CC(O)COC(=O)NC1CCC(NC(=O)O*)C1,4.658643843
*CCCCOC(=O)OCCCCCCOC(=O)NCCCCCCCCCCNC(=O)O*,3.202771977
*CCCCOCCCOC(=O)c1ccc(O*)cc1,3.165831585
*c1ccc2c(c1)C(=O)N(c1ccc(N3C(=O)c4ccc(C(*)(C(F)(F)F)C(F)(F)F)cc4C3=O)c(C)c1C)C2=O,3.660818069
*C(=O)c1ccc(Oc2ccc(C(C)(CC)c3ccc(Oc4ccc(C(=O)c5ccc6c(c5)C(=O)N(c5ccc(Cc7ccc(N8C(=O)c9ccc(*)cc9C8=O)cc7)cc5)C6=O)cc4)cc3)cc2)cc1,4.208940995
*OC(=O)CSSCCSCC(*)=O,4.766465606
*Oc1ccc(OC(=O)c2ccc(/C=C/c3ccc(C(*)=O)cc3OCCCCCCCCCCCC)cc2)cc1,3.054773971
*Oc1ccc(S(=O)(=O)c2ccc(OC(=O)Sc3nc4ccccc4nc3*)cc2)cc1,3.308953966
*Oc1ccc(C(=C(c2ccccc2)c2ccc(OC(*)=O)cc2)c2ccc(OC(=O)OC)cc2)cc1,3.021302009
*CCC[Si](*)(C)CCc1ccc([N+](=O)[O-])cc1,4.092223363
*Oc1ccc(OC(=O)c2ccc(OCCCCCCOc3ccc(C(*)=O)cc3)cc2)cc1S(=O)(=O)c1ccc(Cl)cc1,3.039556603
*c1ccc(-c2ccc(-c3sc(-c4ccc(-c5ccc(*)c(C#C)c5)cc4)cc3CCCCCCCCCC)s2)s1,3.590594675
*c1nnc(-c2ccc(OC(=O)c3cccc(C(=O)Oc4ccc(*)c(OC)c4)c3)cc2OC)s1,3.222574203
*CCCCCCCCCCCCCCCOC(=O)c1cccc(C(=O)O*)c1,2.937225811
*CC(*)(CC(=O)OCCCC)C(=O)OCC(C)(C)C,4.113232476
*CCCC(=O)NCc1ccc(CNC(=O)CC/C=C/CCCCCS*)cc1,3.167827665
*C(=O)N1CN(C(=O)c2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(S(=O)(=O)c5ccc(N6C(=O)c7ccc(*)cc7C6=O)cc5)cc3)C4=O)cc2)C1=O,3.629134432
*Oc1ccc(Oc2ccc(P(=O)(c3ccccc3)c3ccc(Oc4cccc(*)n4)cc3)cc2)cc1,3.728564118
*CCCCOC(=O)/C=C/C(=O)NCCCCCCNC(=O)/C=C/C(=O)O*,3.45599216
*Nc1c(F)c(F)c(*)c(F)c1F,4.560025764
*Cc1ccc(-c2ccc(CNC(=O)CCCCC(=O)N*)cc2)cc1,2.796314313
*CCCCCCCCCCOC(=O)CCCCCCCCC(=O)OCCCCCCOC(=O)c1ccc(C(=O)O*)cc1,3.003496578
*OC(=O)c1ccc(C(=O)OCCCCCCCCCOC(*)=O)cc1,2.920193662
*CCOC(=O)c1ccc(-c2ccc(Cc3ccc(C(=O)O*)cc3)cc2)cc1,2.736142957
*CCCCSC(=O)SCC(=O)S*,4.964727954
*c1ccc2ccncc2c1*,3.964375498
*Nc1ccc(C(=O)c2ccc(NC(=O)c3cccc(C(=O)c4ccc(*)cc4)c3)cc2)cc1,2.812139062
*CCCCCOC(=O)NNC(=O)CCCCC(=O)NNC(=O)COC(=O)c1ccccc1C(=O)O*,3.229850716
*CCCCCCCCCCOC(=O)c1ccc(O*)cc1,2.96982006
*c1cc2c(s1)-c1sc(*)cc1C2(c1ccccc1)c1ccccc1,3.590416252
*/C=C/C(C)C(*)C(=O)OCc1ccc(Cl)cc1Cl,4.290024074
*CCCSSCCSS*,5.378868823
*CCCCCCCCOC(=O)CCCCCNC(=O)O*,3.214237501
*CCCCCNC(=O)C(C)C(CCC)C(=O)N*,4.421177016
*CC(*)OC(=O)c1ccc(OCC(F)(F)C(F)(F)C(F)(F)F)cc1,3.830751467
*O[Sn](C)(C)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)CO[Si](*)(C)OCC(CCl)CCCC,5.19357542
*CCOCCOc1ccc(S(=O)(=O)c2ccc(O*)c([N+](=O)[O-])c2)cc1Oc1ccc(-c2ccccc2)cc1,3.104783265
*CC(*)(C)C(=O)OCCCCCC(=O)Oc1ccc(-c2ccc(OC(=O)c3ccc(OCCCC)cc3)cc2)cc1,3.388708521
*c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C(c4ccc(Oc5ccc(N6C(=O)c7ccc(C(*)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)cc4)(C(F)(F)F)C(F)(F)F)cc3)cc1)[As]2,4.762910922
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Cc3ccc(C(=O)c4ccc(C(=O)c5cccc(N6C(=O)c7ccc(*)cc7C6=O)c5)cc4)cc3)cc1)C2=O,3.32570663
*CCCCCCCOc1ccc(/C=C/C(=O)Oc2ccc(O*)cc2)cc1,2.963369938
*/C=C/C1C/C(=C\c2ccc(*)cc2)C1=O,4.913633085
*O[Si](C)(C)CCCOC(=O)Nc1ccc(NC(=O)OC(C)(C)CC(*)=O)cc1,3.433123501
*OC(=O)OCC1COC(*)OC1,4.735316673
*CCCCCCCCCCCCCC#CC#CCNC(=O)CCCCCCCCC(=O)N*,3.48393541
*c1ccc(C2SC3=CC=C2CC(C)(C)c2ccc(sc(*)nnc2C(=O)N(CCCCCCCCCCCCCC)C(=O)OC)C3(C)C)s1,6.315597633
*c1ccc(-c2ccc(-c3nnc(*)o3)cc2)cc1,3.315460132
*CCCNC(=O)C(SC)C(=O)N*,4.995176172
*c1ccc(-c2ccc(-c3ccc(-c4sc(*)c(C)c4C)s3)s2)s1,3.890432804
*/C=C/c1ccc(*)c(N(CC)CC)c1,4.086209667
*Oc1cc(OC(=O)c2ccc(OCCCC)cc2)c(OC(=O)c2ccc(C(*)=O)c(C)c2)cc1C,3.016610648
*Nc1cc(*)ccc1C=O,4.700878798
*Nc1ccc(Cc2ccc(NC(=O)Nc3ccc(Cc4ccc(NC(*)=O)c(C)c4)cc3C)cc2)cc1,2.905897505
*c1ccc(C#Cc2cc(OCCCCCCCCCCCC)c(C#Cc3ccc(*)cc3)cc2OCCCCCCCC)cc1,3.38442064
*CC(=O)C(F)C(*)(COc1ccc([N+](=O)[O-])cc1)OC(C)=O,4.288871599
*CCCCCCSSCCCCCCO*,3.908483536
*c1ccc([Si](c2ccccc2)(c2ccccc2)c2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2)cc1,3.476379408
*CCN(CCOC(=O)c1ccc(C(=O)O*)c(OCCC)c1)c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1,3.408345817
*OC(Cl)C(*)C,6.749501885
*C/C=C/COC(=O)CCCCCCCCCCC(=O)O*,3.388569511
*Oc1ccc(-n2on2-c2ccc(OC(=O)c3cccc(C(*)=O)c3)cc2)cc1,4.073946066
*C/C=C/C(C#N)O*,6.350623386
*C#C[Si](*)(CCCCC)CCCCCC,4.413859588
*CCOCCOCCOc1ccc(C2(c3ccc(O*)cc3)c3ccccc3-c3ccccc32)cc1,3.131552767
*CCCCCCNC(=O)NCCCSCCCCCNC(=O)N*,3.357431084
*C(=O)Nc1cccc(S(=O)(=O)c2cccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc(N6C(=O)c7ccc(*)cc7C6=O)cc5)cc3)C4=O)c2)c1,3.499007675
*c1ccc(OC(=O)/C=C/c2ccc(OCCCCCCCCCCOc3ccc(C(=O)Oc4ccc(-c5nnc(*)o5)cc4)cc3)cc2)cc1,3.348042218
*CC(C)(C)CS(=O)(=O)CC(C)(C)C([Sn]C1=C[N+]=CC=N1)c1ccc(*)cc1,5.800797255
*/C=C/c1ccc(-c2ccc(/C=N/c3ccc4c(c3)c3cc(*)ccc3n4CCCCCC)cc2)cc1,3.271454637
*CCCNC(=O)c1cc(NC(=O)SNc2ccc(Cc3ccc(N*)cc3)cc2)ccc1C,3.266539855
*CCN(*)C(=O)c1ccc(Cl)c(Cl)c1,3.562278888
*CC(CCCCCC)COC(=O)C(CCCCCCCCC)C(=O)O*,4.000278468
*CC(*)(CC(=O)OCCOCC(C)C)C(=O)OC,4.126391091
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(S(=O)(=O)c3ccc(N4C(=O)c5cccc(*)c5C4=O)cc3C)c(C)c1)C2=O,3.44143798
*CC(*)c1ccc(B(Oc2ccc(-c3ccc(OC)cc3)c3cccnc23)c2ccc(C)cc2)cc1,3.746908211
*CC(*)OC(=O)c1ccccc1OC(C#N)C#CO,4.936663826
*CCCCCCOc1ccc(/C=C(/C(=O)c2cc(Cl)c(OC(=O)Cc3cc(C)c(CCC(*)C=C)s3)cc2C)c2ccc(F)cc2)cc1OC,4.25634789
*CCOCCOCCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O*)cc2)cc1,3.016626262
*O[Si](C)(C)C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)c1ccc([Si](*)(C)C)cc1,4.548164463
*ON(C(F)(F)F)C(F)(F)C(*)(F)F,4.866637229
*Oc1ccc(OC(=O)c2ccc(Oc3ccc(C(*)=O)cc3)c(Sc3ccccc3)c2)cc1,2.933911077
*Nc1cc(NC(=O)c2cc(NC(=O)c3ccccc3)cc(C(*)=O)c2)cc(C(=O)NC(=O)Oc2ccccc2)c1,2.980915179
*c1ccc(Oc2ccc(Oc3ccc4cc(c3=O)N4C(=O)c3ccc(S(=O)(=O)c4ccc5c(c4)C(=O)N(*)C5=O)cc3)cc2)cc1,4.226309965
*c1ccc(Oc2ccc(NC(=O)c3ccc(N4C(=O)c5ccc(S(=O)(=O)c6ccc7c(c6)C(=O)N(*)C7=O)cc5C4=O)cc3)cc2)cc1,3.320346425
*CCCCCCCCCCCCCCCCOC(=O)c1ccc(-c2ccc(C(=O)O*)cc2)cc1,2.782730392
*NNC(=O)c1ccc(N(C)CC(*)=O)cc1,3.423962568
*Oc1ccc(C(Cc2ccc(*)cc2)c2ccccc2)cc1,3.396592557
*CC(O)CCCOC(=O)NCC1(C)CC(C)(C)CC(C)C(N)(CNC(=O)O*)C1,5.247886923
*c1ccc(C(=O)Nc2ccc(Oc3ccc(Oc4ccc(NC(=O)c5ccc(N6C(=O)c7ccc(-c8ccc9c(c8)C(=O)N(*)C9=O)cc7C6=O)cc5)cc4)cc3)cc2)cc1,3.333036473
*CCCCCCCCCCCCCCOc1ccc(/C=C/c2cc(OC)c(O*)c(OC)c2)cc1OC,3.074038155
*OC(C)OC(=O)c1ccccc1C(=O)OC(=O)c1ccccc1C(*)=O,3.582748575
*CCO[PH](=O)(/N=N/c1ccc(OC)cc1)=C(*)Oc1ccc(COC(C)CC)cc1,4.357165395
*NNC(=O)c1ccc2cc(C(=O)NNC(=O)c3ccc(C(*)=O)cc3)ccc2c1,2.839779002
*CC(*)(CC(=O)OCCCCC)C(=O)OCCCCCCCCCC,3.598272945
*CNC(=O)CCCCCCC(=O)NCCCCCNC(=O)C(=O)N*,3.122919874
*/C=C/c1ccc(Oc2ccc(/C=C3\CC/C(=C\c4ccc(O*)cc4)C3=O)cc2)cc1,3.17284611
*c1ccc([Si](*)(C)c2ccc(CCCC)cc2)cc1,3.950068866
*=CNc1ccc(/C=C/c2ccc(N=*)cc2)cc1,3.322738174
*COC(=O)OCC1COC(COCC(O)(O*)OC)O1,5.408714484
*=Nc1ccc(Cc2ccc(N/C(C)=N/c3ccc(N=*)cc3)cc2)cc1,3.319549039
*c1ccc(Oc2ccc(-c3csc(-c4cccc(*)n4)c3)cc2)cc1,3.27359872
*CCCCCCCCN(C)[Si](*)(C)C,4.054115042
*CCC(=O)NCc1ccc(CNC(=O)CCCO*)cc1,2.998657352
*c1cc(/C(C)=C/c2ccc(OC)cc2)c(*)s1,3.536195118
*O[Si](*)(C)CCCCCCOc1ccc(C(=O)Oc2ccc(C#Cc3ccc([N+](=O)[O-])cc3)cc2)cc1,3.532327499
*CC(=O)Nc1ccc(Cc2ccc(NC(=O)CCCCCN3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(*)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc2)cc1,3.711912321
*N=P(*)(OCCCCCCC)OCCCCCCCCCC,3.669274323
*CCOCCOCCOCCOCCS(*)=O,4.296253339
*CC(*)(C)C(=O)OCc1ccc2c(Br)c(Cl)c(OC(=O)Cc3ccccc3)ccc1-2,3.726408742
*CC1(CO*)CC1Br,6.587830012
*CCOC(=O)C(CCCCC)C(=O)OCCCCOC(=O)/C(=C\C(=O)O*)OC(=O)CCCC,4.126255595
*CCCC[N+](C)(C)C(C)(C)C=C(*)CC,4.996028025
*CC(*)c1ccc(COCCCCCCCC)cc1,3.402200243
*[Si](*)(CCCCCCCCCCCC)CCCCCCCCCCCCCC,2.49933127
*CCOCCOCCO*,4.40982118
*Oc1ccc(S(=O)(=O)c2ccc(Oc3c(C)cc(C(c4cc(C)c(*)c(Cl)c4)(C(F)(F)F)C(F)(F)F)cc3C)cc2)c(C)c1,3.720318192
*CC(c1ccccc1)C1C(=O)N2C(=O)C(*)(C)C=CC=CC=C12,5.268617562
*OC(=O)CC(=O)Oc1c(OC)cc(Cc2cc(OC)c(OC(=O)c3cccc(C(*)=O)c3)c(C(F)(F)F)c2)cc1OC,3.439966131
*CCCCCOC(=O)CC(=O)OCCCCOC(=O)c1ccc2cc(C(=O)O*)ccc2c1,3.169941669
*c1cc(OCCCC)c(*)cc1OCC,3.714710014
*Oc1cccc(Oc2ccc(C(=O)Nc3ccc(-c4ccc(NC(=O)c5ccc(*)cc5)cc4)cc3)c3ccccc23)c1,2.92640508
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccccc3N3C(=O)c4ccc(*)cc4C3=O)c(C)c1)C2=O,3.258533113
*C(=O)NCCCCCCNC(=O)C1CS(=O)(=O)CC(*)N1,4.459068171
*Oc1ccc(C(C)(C)c2ccc(Oc3ccc(C(=O)c4c(C(C)C)cc(C(*)=O)cc4C(C)(C)C)cc3)c(C(C)C)c2)cc1C(C)(C)C,3.636992637
*CCCCCCCCCCCCOC(=O)CC(=O)O*,3.304279605
*c1ccc(Oc2ccc(Sc3ccc(Oc4ccc(N5C(=O)c6ccc(-c7ccc8c(c7)C(=O)N(*)C8=O)cc6C5=O)cc4)cc3)cc2)cc1,3.265217965
*CC(*)(C)C(=O)OCCOc1ccc(OC(=O)c2ccc(O)cc2)cc1,3.306790264
